cluster	member	super_RMSD	aligned_atoms	notes
YP_010356615.1	YP_007348848.1	8.521	1770	
YP_010356615.1	YP_007348917.1	5.661	1720	
YP_010356615.1	YP_007349035.1	6.117	1687	
YP_010356615.1	YP_007349202.1	3.119	1404	
YP_010356615.1	YP_007379087.1	7.393	1697	
YP_010356615.1	YP_007392339.1	4.941	1414	
YP_010356615.1	YP_007392671.1	6.235	1669	
YP_010356615.1	YP_007392735.1	4.509	1387	
YP_010356615.1	YP_007392795.1	4.843	1407	
YP_010356615.1	YP_007392854.1	5.876	1709	
YP_010356615.1	YP_007501199.1	5.826	1695	
YP_010356615.1	YP_007517400.1	4.235	1515	
YP_010356615.1	YP_007517475.1	4.561	1531	
YP_010356615.1	YP_007517554.1	4.615	1530	
YP_010356615.1	YP_007517631.1	4.771	1567	
YP_010356615.1	YP_007517835.1	6.954	1234	
YP_010356615.1	YP_007518387.1	2.878	1533	
YP_010356615.1	YP_007673103.1	6.177	1793	
YP_010356615.1	YP_007673752.1	6.196	1786	
YP_010356615.1	YP_007674507.1	5.178	1647	
YP_010356615.1	YP_007674920.1	5.448	1447	
YP_010356615.1	YP_007675582.1	6.217	1844	
YP_010356615.1	YP_007676641.1	12.189	1539	
YP_010356615.1	YP_007676742.1	4.281	1521	
YP_010356615.1	YP_007677133.1	3.952	1414	
YP_010356615.1	YP_007677272.1	5.938	1773	
YP_010356615.1	YP_007677872.1	6.238	1728	
YP_010356615.1	YP_007677970.1	6.2	1155	
YP_010356615.1	YP_007869815.1	2.358	1504	
YP_010356615.1	YP_007877738.1	5.367	1743	
YP_010356615.1	YP_007877943.1	5.098	1725	
YP_010356615.1	YP_008051228.1	5.049	1302	
YP_010356615.1	YP_008058171.1	5.039	1403	
YP_010356615.1	YP_008058385.1	4.238	1586	
YP_010356615.1	YP_008058456.1	7.533	1779	
YP_010356615.1	YP_008058574.1	7.217	1740	
YP_010356615.1	YP_008059215.1	4.486	1509	
YP_010356615.1	YP_008059519.1	4.965	1544	
YP_010356615.1	YP_008059858.1	7.76	1501	
YP_010356615.1	YP_008060118.1	7.918	1288	
YP_010356615.1	YP_008060341.1	2.765	1534	
YP_010356615.1	YP_008060491.1	3.439	1184	
YP_010356615.1	YP_008060733.1	6.607	1795	
YP_010356615.1	YP_008061580.1	9.078	1768	
YP_010356615.1	YP_008083053.1	3.32	1492	
YP_010356615.1	YP_008125180.1	7.187	1817	
YP_010356615.1	YP_008125640.1	5.126	1714	
YP_010356615.1	YP_008126421.1	6.072	1841	
YP_010356615.1	YP_008126541.1	5.299	1715	
YP_010356615.1	YP_008126699.1	6.33	1642	
YP_010356615.1	YP_008129949.1	5.539	1789	
YP_010356615.1	YP_008239545.1	4.146	1534	
YP_010356615.1	YP_008239558.1	2.625	1243	
YP_010356615.1	YP_008239844.1	5.029	1401	
YP_010356615.1	YP_008239958.1	5.014	1399	
YP_010356615.1	YP_008240063.1	4.281	1521	
YP_010356615.1	YP_008240291.1	5.024	1400	
YP_010356615.1	YP_008240889.1	7.559	1337	
YP_010356615.1	YP_008241292.1	7.671	1366	
YP_010356615.1	YP_008241472.1	8.246	1370	
YP_010356615.1	YP_008241778.1	2.202	1621	
YP_010356615.1	YP_008241981.1	2.343	1672	
YP_010356615.1	YP_008242124.1	7.528	1327	
YP_010356615.1	YP_008318047.1	8.058	1436	
YP_010356615.1	YP_008318096.1	6.379	1349	
YP_010356615.1	YP_008318154.1	6.309	1335	
YP_010356615.1	YP_008318206.1	6.605	1351	
YP_010356615.1	YP_008318325.1	4.087	1433	
YP_010356615.1	YP_008320087.1	6.519	1388	
YP_010356615.1	YP_008320426.1	5.001	1377	
YP_010356615.1	YP_008409931.1	7.711	1821	
YP_010356615.1	YP_008430858.1	3.747	1403	
YP_010356615.1	YP_008433438.2	4.675	1599	
YP_010356615.1	YP_008530307.1	5.516	1555	
YP_010356615.1	YP_008530887.1	5.714	1704	
YP_010356615.1	YP_008531237.1	5.501	1704	
YP_010356615.1	YP_008532061.1	6.184	1712	
YP_010356615.1	YP_008766919.1	2.989	1263	
YP_010356615.1	YP_008767247.1	3.442	1697	
YP_010356615.1	YP_008767310.1	3.442	1697	
YP_010356615.1	YP_008770006.1	3.533	1538	
YP_010356615.1	YP_008770172.1	3.167	1423	
YP_010356615.1	YP_008770294.1	3.706	1425	
YP_010356615.1	YP_008770568.1	4.715	1578	
YP_010356615.1	YP_008770645.1	4.695	1578	
YP_010356615.1	YP_008770748.1	7.734	1667	
YP_010356615.1	YP_008770881.1	6.17	1643	
YP_010356615.1	YP_008771098.1	3.747	1403	
YP_010356615.1	YP_008771433.1	4.594	1512	
YP_010356615.1	YP_008771672.1	6.538	1730	
YP_010356615.1	YP_008771835.1	3.943	1526	
YP_010356615.1	YP_008771936.1	7.338	1670	
YP_010356615.1	YP_008772086.1	6.725	1465	
YP_010356615.1	YP_008854041.1	4.348	1601	
YP_010356615.1	YP_008854217.1	4.348	1601	
YP_010356615.1	YP_008857042.1	5.712	1564	
YP_010356615.1	YP_008857289.1	6.065	1582	
YP_010356615.1	YP_008857637.1	5.946	1548	
YP_010356615.1	YP_008858937.1	4.982	1612	
YP_010356615.1	YP_008859213.1	5.712	1564	
YP_010356615.1	YP_008859583.1	2.877	1404	
YP_010356615.1	YP_008869217.1	5.698	1694	
YP_010356615.1	YP_008873161.1	6.073	1257	
YP_010356615.1	YP_008873180.1	5.937	1399	
YP_010356615.1	YP_008873482.1	7.502	1643	
YP_010356615.1	YP_008873592.1	4.356	1602	
YP_010356615.1	YP_008992066.1	6.634	1678	
YP_010356615.1	YP_009002797.1	6.04	1660	
YP_010356615.1	YP_009003152.1	4.788	1554	
YP_010356615.1	YP_009003376.1	8.684	1484	
YP_010356615.1	YP_009004270.1	5.877	1567	
YP_010356615.1	YP_009004368.1	3.384	1538	
YP_010356615.1	YP_009004374.1	5.31	1403	
YP_010356615.1	YP_009004557.1	5.518	1683	
YP_010356615.1	YP_009005450.1	7.176	1783	
YP_010356615.1	YP_009005655.1	5.944	1729	
YP_010356615.1	YP_009005757.1	5.163	1351	
YP_010356615.1	YP_009006286.1	7.026	1721	
YP_010356615.1	YP_009006605.1	2.351	1501	
YP_010356615.1	YP_009006740.1	4.348	1601	
YP_010356615.1	YP_009007059.1	7.288	1522	
YP_010356615.1	YP_009007672.1	3.938	1591	
YP_010356615.1	YP_009007965.1	5.753	1886	
YP_010356615.1	YP_009008243.1	6.929	1911	
YP_010356615.1	YP_009008361.1	2.702	1116	
YP_010356615.1	YP_009008842.1	6.831	1710	
YP_010356615.1	YP_009008896.1	2.78	1490	
YP_010356615.1	YP_009009207.1	5.993	1765	
YP_010356615.1	YP_009009357.1	4.59	1542	
YP_010356615.1	YP_009009481.1	4.516	1361	
YP_010356615.1	YP_009009850.1	5.031	1437	
YP_010356615.1	YP_009011243.1	4.682	1603	
YP_010356615.1	YP_009011644.1	6.546	1683	
YP_010356615.1	YP_009012252.1	5.221	1366	
YP_010356615.1	YP_009012452.1	6.637	1596	
YP_010356615.1	YP_009012605.1	4.826	1412	
YP_010356615.1	YP_009012871.1	9.056	1770	
YP_010356615.1	YP_009013021.1	2.957	1549	
YP_010356615.1	YP_009013330.1	4.078	1328	
YP_010356615.1	YP_009013368.1	5.435	1708	
YP_010356615.1	YP_009013909.1	6.897	1436	
YP_010356615.1	YP_009014270.1	7.001	1802	
YP_010356615.1	YP_009014879.1	6.071	1385	
YP_010356615.1	YP_009014964.1	6.649	1676	
YP_010356615.1	YP_009015325.1	7.516	1782	
YP_010356615.1	YP_009016550.1	9.065	1769	
YP_010356615.1	YP_009017000.1	2.446	1517	
YP_010356615.1	YP_009017068.1	2.884	1579	
YP_010356615.1	YP_009017636.1	5.218	1422	
YP_010356615.1	YP_009018240.1	4.772	1422	
YP_010356615.1	YP_009018422.1	5.375	1713	
YP_010356615.1	YP_009018670.1	5.652	1638	
YP_010356615.1	YP_009021413.1	6.548	1729	
YP_010356615.1	YP_009021472.1	4.713	1606	
YP_010356615.1	YP_009021816.1	6.843	1701	
YP_010356615.1	YP_009030226.1	4.814	1543	
YP_010356615.1	YP_009030468.1	6.487	1721	
YP_010356615.1	YP_009030623.1	7.259	1659	
YP_010356615.1	YP_009030776.1	5.218	1613	
YP_010356615.1	YP_009030972.1	5.516	1555	
YP_010356615.1	YP_009031351.1	4.572	1546	
YP_010356615.1	YP_009031770.1	3.04	1629	
YP_010356615.1	YP_009035071.1	5.362	1432	
YP_010356615.1	YP_009035270.1	4.055	1404	
YP_010356615.1	YP_009035599.1	4.965	1534	
YP_010356615.1	YP_009035825.1	5.362	1421	
YP_010356615.1	YP_009036004.1	5.433	1580	
YP_010356615.1	YP_009036152.1	4.591	1549	
YP_010356615.1	YP_009036528.1	4.618	1548	
YP_010356615.1	YP_009036753.1	5.988	1450	
YP_010356615.1	YP_009036835.1	5.374	1420	
YP_010356615.1	YP_009036977.1	4.055	1404	
YP_010356615.1	YP_009041312.1	4.348	1601	
YP_010356615.1	YP_009042208.1	4.11	1363	
YP_010356615.1	YP_009042239.1	6.419	1645	
YP_010356615.1	YP_009042528.1	3.938	1591	
YP_010356615.1	YP_009042890.1	4.281	1521	
YP_010356615.1	YP_009043091.1	4.281	1521	
YP_010356615.1	YP_009043283.1	5.993	1708	
YP_010356615.1	YP_009043469.1	4.291	1522	
YP_010356615.1	YP_009044553.1	4.281	1521	
YP_010356615.1	YP_009044730.1	12.189	1539	
YP_010356615.1	YP_009044774.1	4.578	1106	
YP_010356615.1	YP_009044804.1	5.303	1531	
YP_010356615.1	YP_009044884.1	6.22	1088	
YP_010356615.1	YP_009044964.1	12.189	1539	
YP_010356615.1	YP_009055254.1	4.078	1328	
YP_010356615.1	YP_009055344.1	5.388	1605	
YP_010356615.1	YP_009055503.1	5.793	1735	
YP_010356615.1	YP_009055676.1	5.22	1085	
YP_010356615.1	YP_009055833.1	3.746	1403	
YP_010356615.1	YP_009056059.1	5.372	1605	
YP_010356615.1	YP_009056466.1	4.29	1552	
YP_010356615.1	YP_009056520.1	5.388	1605	
YP_010356615.1	YP_009056756.1	5.73	1681	
YP_010356615.1	YP_009067083.1	2.606	1190	
YP_010356615.1	YP_009097818.1	6.48	1805	
YP_010356615.1	YP_009097883.1	2.863	1408	
YP_010356615.1	YP_009098014.1	4.654	1618	
YP_010356615.1	YP_009098228.1	4.348	1601	
YP_010356615.1	YP_009098553.1	5.241	1564	
YP_010356615.1	YP_009098664.1	2.905	1420	
YP_010356615.1	YP_009098713.1	2.872	1404	
YP_010356615.1	YP_009099060.1	3.57	1602	
YP_010356615.1	YP_009099545.1	4.561	1597	
YP_010356615.1	YP_009099826.1	5.545	1679	
YP_010356615.1	YP_009100022.1	6.134	1486	
YP_010356615.1	YP_009100715.1	7.259	1659	
YP_010356615.1	YP_009100817.1	5.966	1725	
YP_010356615.1	YP_009101035.1	6.089	1755	
YP_010356615.1	YP_009101192.1	4.424	1510	
YP_010356615.1	YP_009101269.1	6.062	1446	
YP_010356615.1	YP_009101529.1	6.548	1729	
YP_010356615.1	YP_009102185.1	7.624	1780	
YP_010356615.1	YP_009102372.1	5.21	1611	
YP_010356615.1	YP_009102640.1	5.231	1627	
YP_010356615.1	YP_009102948.1	5.736	1651	
YP_010356615.1	YP_009103820.1	3.302	1526	
YP_010356615.1	YP_009110988.1	5.257	1567	
YP_010356615.1	YP_009111281.1	5.433	1488	
YP_010356615.1	YP_009112979.1	5.599	1651	
YP_010356615.1	YP_009113066.1	2.574	1103	
YP_010356615.1	YP_009113122.1	5.51	1603	
YP_010356615.1	YP_009118840.1	6.07	1762	
YP_010356615.1	YP_009124454.1	5.944	1548	
YP_010356615.1	YP_009124658.1	2.796	1697	
YP_010356615.1	YP_009125672.1	4.842	1408	
YP_010356615.1	YP_009125958.1	5.049	1302	
YP_010356615.1	YP_009126036.1	4.66	1502	
YP_010356615.1	YP_009126364.1	5.826	1695	
YP_010356615.1	YP_009126455.1	3.255	1510	
YP_010356615.1	YP_009126606.1	6.144	1611	
YP_010356615.1	YP_009133666.1	5.275	1730	
YP_010356615.1	YP_009140185.1	6.37	1743	
YP_010356615.1	YP_009140513.1	3.458	1298	
YP_010356615.1	YP_009140894.1	6.491	1860	
YP_010356615.1	YP_009142980.1	7.516	1878	
YP_010356615.1	YP_009145723.1	4.355	1463	
YP_010356615.1	YP_009146097.1	3.183	1613	
YP_010356615.1	YP_009146147.1	4.292	1391	
YP_010356615.1	YP_009146298.1	4.444	1491	
YP_010356615.1	YP_009146621.1	7.179	1563	
YP_010356615.1	YP_009147103.1	5.184	1668	
YP_010356615.1	YP_009147320.1	3.973	1468	
YP_010356615.1	YP_009147623.1	6.029	1757	
YP_010356615.1	YP_009147827.1	8.072	1609	
YP_010356615.1	YP_009148150.1	5.758	1648	
YP_010356615.1	YP_009148610.1	5.284	1619	
YP_010356615.1	YP_009148809.1	5.726	1537	
YP_010356615.1	YP_009149235.1	5.664	1605	
YP_010356615.1	YP_009149412.1	5.284	1619	
YP_010356615.1	YP_009149584.1	5.58	1603	
YP_010356615.1	YP_009149905.1	3.024	1640	
YP_010356615.1	YP_009149971.1	8.901	1205	
YP_010356615.1	YP_009150194.1	3.863	1461	
YP_010356615.1	YP_009150837.1	7.224	1710	
YP_010356615.1	YP_009151142.1	4.088	1420	
YP_010356615.1	YP_009151616.1	4.359	1493	
YP_010356615.1	YP_009152215.1	4.452	1369	
YP_010356615.1	YP_009153767.1	5.223	1615	
YP_010356615.1	YP_009167711.1	3.584	1312	
YP_010356615.1	YP_009167984.1	5.215	1611	
YP_010356615.1	YP_009168341.1	5.167	1115	
YP_010356615.1	YP_009168588.1	5.489	1676	
YP_010356615.1	YP_009168910.1	5.807	1403	
YP_010356615.1	YP_009168967.1	6.889	1643	
YP_010356615.1	YP_009169164.1	6.891	1655	
YP_010356615.1	YP_009187300.1	6.586	1405	
YP_010356615.1	YP_009187688.1	6.323	1616	
YP_010356615.1	YP_009187979.1	6.857	1462	
YP_010356615.1	YP_009188003.1	5.372	1402	
YP_010356615.1	YP_009188207.1	6.285	1894	
YP_010356615.1	YP_009188382.1	4.832	1604	
YP_010356615.1	YP_009188543.1	4.636	1444	
YP_010356615.1	YP_009188571.1	4.436	1422	
