cluster	member	super_RMSD	aligned_atoms	notes
UVF62291.1	NP_510983.1	6.098	2152	
UVF62291.1	NP_523347.1	5.396	1993	
UVF62291.1	NP_536358.1	7.186	2037	
UVF62291.1	NP_536648.1	3.804	1782	
UVF62291.1	NP_536821.1	3.191	1864	
UVF62291.1	NP_569740.1	8.327	1664	
UVF62291.1	NP_640322.1	5.57	2011	
UVF62291.1	NP_680484.1	4.732	1981	
UVF62291.1	NP_690650.1	8.926	1268	
UVF62291.1	NP_695104.1	4.357	1902	
UVF62291.1	NP_705644.1	9.685	2049	
UVF62291.1	NP_720326.1	3.835	1835	
UVF62291.1	NP_758915.1	11.019	1980	
UVF62291.1	NP_775255.1	7.034	2066	
UVF62291.1	NP_803283.1	3.809	1887	
UVF62291.1	NP_803336.1	4.824	1779	
UVF62291.1	NP_803384.1	4.148	2019	
UVF62291.1	NP_813693.1	4.897	2040	
UVF62291.1	NP_813786.1	5.278	1928	
UVF62291.1	NP_817340.1	4.999	2041	
UVF62291.1	NP_817601.1	5.668	2104	
UVF62291.1	NP_817679.1	8.883	2062	
UVF62291.1	NP_817768.1	10.728	1937	
UVF62291.1	NP_817883.1	6.146	2029	
UVF62291.1	NP_817976.1	6.948	1928	
UVF62291.1	NP_818544.1	3.99	1739	
UVF62291.1	NP_839851.1	5.654	2022	
UVF62291.1	NP_848210.1	5.338	1863	
UVF62291.1	NP_852012.1	11.429	1705	
UVF62291.1	NP_858953.1	5.998	1852	
UVF62291.1	NP_859246.1	6.036	1960	
UVF62291.1	NP_861683.1	4.931	2020	
UVF62291.1	NP_861869.1	3.902	1983	
UVF62291.1	NP_877482.1	6.447	2081	
UVF62291.1	NP_878200.1	5.654	2022	
UVF62291.1	NP_891724.1	4.163	1968	
UVF62291.1	NP_899601.1	3.789	1975	
UVF62291.1	NP_932508.1	3.982	1990	
UVF62291.1	NP_938233.1	7.126	2006	
UVF62291.1	NP_943780.1	11.379	1950	
UVF62291.1	NP_944278.1	5.636	2084	
UVF62291.1	NP_944327.1	9.817	1977	
UVF62291.1	NP_944884.1	4.306	1966	
UVF62291.1	NP_945032.1	8.016	2073	
UVF62291.1	NP_958058.1	5.378	1987	
UVF62291.1	NP_958123.1	9.708	2054	
UVF62291.1	NP_958178.1	6.346	1911	
UVF62291.1	NP_958275.1	5.557	1932	
UVF62291.1	NP_958603.1	3.797	1807	
UVF62291.1	NP_958694.1	4.313	1704	
UVF62291.1	WAE39494.1	6.061	1969	
UVF62291.1	WAE39585.1	3.944	1895	
UVF62291.1	WQJ53615.1	3.051	1541	
UVF62291.1	XCD08683.1	10.761	1957	
UVF62291.1	XHH73024.1	7.824	2084	
UVF62291.1	XHH73155.1	10.396	2020	
UVF62291.1	YP_001004302.1	3.181	1906	
UVF62291.1	YP_001004370.1	4.197	2063	
UVF62291.1	YP_001039677.1	5.546	1835	
UVF62291.1	YP_001039811.1	6.537	1978	
UVF62291.1	YP_001110720.1	3.326	1849	
UVF62291.1	YP_001110830.1	7.107	1926	
UVF62291.1	YP_001111035.1	5.242	1973	
UVF62291.1	YP_001111081.1	7.556	2047	
UVF62291.1	YP_001111154.1	4.951	1939	
UVF62291.1	YP_001111202.1	4.691	1906	
UVF62291.1	YP_001165255.1	9.081	2117	
UVF62291.1	YP_001218809.1	18.292	2044	
UVF62291.1	YP_001285355.1	3.611	1921	
UVF62291.1	YP_001285469.1	4.818	1991	
UVF62291.1	YP_001285519.1	6.611	1998	
UVF62291.1	YP_001285578.1	7.267	1771	
UVF62291.1	YP_001285645.1	4.72	1902	
UVF62291.1	YP_001285676.1	5.639	2026	
UVF62291.1	YP_001285801.1	16.002	1950	
UVF62291.1	YP_001293413.1	4.163	1806	
UVF62291.1	YP_001294421.1	7.397	1998	
UVF62291.1	YP_001294520.1	5.569	1997	
UVF62291.1	YP_001294642.1	4.039	1991	
UVF62291.1	YP_001294797.1	5.138	2027	
UVF62291.1	YP_001294855.1	9.813	1976	
UVF62291.1	YP_001333668.1	5.404	885	
UVF62291.1	YP_001425601.1	6.164	2084	
UVF62291.1	YP_001429870.1	4.087	2009	
UVF62291.1	YP_001429940.1	5.118	2018	
UVF62291.1	YP_001449292.1	5.371	1988	
UVF62291.1	YP_001456732.1	7.125	2098	
UVF62291.1	YP_001467938.1	3.97	1837	
UVF62291.1	YP_001468054.1	3.938	1844	
UVF62291.1	YP_001468454.1	6.399	1656	
UVF62291.1	YP_001468641.1	4.4	2003	
UVF62291.1	YP_001469033.1	8.532	1382	
UVF62291.1	YP_001469154.1	15.866	2067	
UVF62291.1	YP_001469235.1	5.099	2009	
UVF62291.1	YP_001469498.1	4.067	1974	
UVF62291.1	YP_001491581.1	5.349	2096	
UVF62291.1	YP_001504114.1	6.972	1668	
UVF62291.1	YP_001522835.1	6.232	2075	
UVF62291.1	YP_001522892.1	5.907	2104	
UVF62291.1	YP_001595293.1	4.26	2011	
UVF62291.1	YP_001595874.1	5.724	2042	
UVF62291.1	YP_001604131.1	4.078	1940	
UVF62291.1	YP_001648943.1	6.029	1912	
UVF62291.1	YP_001671752.1	4.331	1970	
UVF62291.1	YP_001671939.1	6.716	2065	
UVF62291.1	YP_001671988.1	6.399	2080	
UVF62291.1	YP_001742039.1	6.473	1930	
UVF62291.1	YP_001828656.1	4.364	1987	
UVF62291.1	YP_001837088.1	3.206	1894	
UVF62291.1	YP_001949795.1	5.312	1995	
UVF62291.1	YP_001949840.1	4.206	1880	
UVF62291.1	YP_001994470.1	5.172	2082	
UVF62291.1	YP_001994559.1	5.158	2078	
UVF62291.1	YP_001994652.1	5.115	2079	
UVF62291.1	YP_001994831.1	5.991	1965	
UVF62291.1	YP_002003357.1	5.608	1984	
UVF62291.1	YP_002003365.1	3.679	1812	
UVF62291.1	YP_002003498.1	5.687	2024	
UVF62291.1	YP_002003787.1	5.022	1933	
UVF62291.1	YP_002003836.1	4.844	2000	
UVF62291.1	YP_002003843.1	11.083	1909	
UVF62291.1	YP_002003984.1	5.959	2061	
UVF62291.1	YP_002003990.1	8.42	2154	
UVF62291.1	YP_002004545.1	10.193	1246	
UVF62291.1	YP_002014219.1	8.316	1823	
UVF62291.1	YP_002014328.1	10.11	2085	
UVF62291.1	YP_002048670.1	5.522	2037	
UVF62291.1	YP_002117670.1	4.299	2021	
UVF62291.1	YP_002117769.1	6.315	2092	
UVF62291.1	YP_002117828.1	6.447	2081	
UVF62291.1	YP_002128452.1	5.889	1979	
UVF62291.1	YP_002154147.1	7.384	1991	
UVF62291.1	YP_002154236.1	7.336	1799	
UVF62291.1	YP_002154374.1	4.366	1732	
UVF62291.1	YP_002213730.1	4.427	1962	
UVF62291.1	YP_002223952.1	5.173	2080	
UVF62291.1	YP_002241586.1	5.125	2042	
UVF62291.1	YP_002241687.1	5.002	2002	
UVF62291.1	YP_002241790.1	7.963	1879	
UVF62291.1	YP_002241985.1	6.727	1933	
UVF62291.1	YP_002242062.1	4.077	1701	
UVF62291.1	YP_002268005.1	3.665	1603	
UVF62291.1	YP_002274187.1	5.373	2000	
UVF62291.1	YP_002290878.1	8.213	1936	
UVF62291.1	YP_002300330.1	6.398	1988	
UVF62291.1	YP_002308426.1	5.734	2036	
UVF62291.1	YP_002308529.1	3.791	1693	
UVF62291.1	YP_002332340.1	6.625	1942	
UVF62291.1	YP_002332401.1	5.132	2017	
UVF62291.1	YP_002332450.1	15.759	2020	
UVF62291.1	YP_002332511.1	4.104	1877	
UVF62291.1	YP_002333563.1	5.781	1965	
UVF62291.1	YP_002364311.1	7.421	1993	
UVF62291.1	YP_002418810.1	7.424	1993	
UVF62291.1	YP_002455888.1	3.809	1819	
UVF62291.1	YP_002455934.1	7.397	1998	
UVF62291.1	YP_002456069.1	4.397	1943	
UVF62291.1	YP_002727866.1	6.237	2049	
UVF62291.1	YP_002854122.1	3.35	1928	
UVF62291.1	YP_002854500.1	3.316	1936	
UVF62291.1	YP_002875662.1	5.231	1896	
UVF62291.1	YP_002875724.1	5.659	1871	
UVF62291.1	YP_002899004.1	4.474	1826	
UVF62291.1	YP_002922229.1	4.22	2002	
UVF62291.1	YP_002922510.1	4.242	1999	
UVF62291.1	YP_002922617.1	5.212	1696	
UVF62291.1	YP_002922716.1	5.253	2039	
UVF62291.1	YP_002922840.1	4.302	1966	
UVF62291.1	YP_002925098.1	4.244	1966	
UVF62291.1	YP_002939709.1	4.078	2010	
UVF62291.1	YP_003097347.1	4.488	2087	
UVF62291.1	YP_003127136.1	8.36	2157	
UVF62291.1	YP_003127188.1	8.36	2157	
UVF62291.1	YP_003127290.1	8.509	2158	
UVF62291.1	YP_003169677.1	3.797	1807	
UVF62291.1	YP_003344848.1	4.37	1914	
UVF62291.1	YP_003344937.1	5.378	1992	
UVF62291.1	YP_003345504.1	6.256	2115	
UVF62291.1	YP_003347326.1	14.426	1900	
UVF62291.1	YP_003347411.1	4.507	2027	
UVF62291.1	YP_003347496.1	5.481	2029	
UVF62291.1	YP_003347561.1	5.448	1713	
UVF62291.1	YP_003347645.1	5.583	1838	
UVF62291.1	YP_003347946.1	5.105	1936	
UVF62291.1	YP_003358367.1	17.438	2134	
UVF62291.1	YP_003358481.1	17.181	2192	
UVF62291.1	YP_003358714.1	5.588	2116	
UVF62291.1	YP_003358901.1	3.614	1715	
UVF62291.1	YP_003495144.1	5.002	2002	
UVF62291.1	YP_003580049.1	3.981	1992	
UVF62291.1	YP_003714729.1	5.046	1991	
UVF62291.1	YP_003734306.1	4.212	2004	
UVF62291.1	YP_003856886.1	8.814	1983	
UVF62291.1	YP_003856980.1	9.139	2035	
UVF62291.1	YP_003857135.1	6.025	1939	
UVF62291.1	YP_003858506.1	4.128	1989	
UVF62291.1	YP_003892.1	6.834	2065	
UVF62291.1	YP_003934803.1	3.679	1941	
UVF62291.1	YP_003969134.1	3.917	1896	
UVF62291.1	YP_004009792.1	4.828	2043	
UVF62291.1	YP_004010027.1	3.474	1935	
UVF62291.1	YP_004010314.1	5.392	2053	
UVF62291.1	YP_004063861.1	4.067	1983	
UVF62291.1	YP_004123824.1	5.002	2002	
UVF62291.1	YP_004251070.1	5.082	1765	
UVF62291.1	YP_004251191.1	4.403	1956	
UVF62291.1	YP_004251296.1	5.253	1959	
UVF62291.1	YP_004286227.1	5.118	1964	
UVF62291.1	YP_004300581.1	5.551	2010	
UVF62291.1	YP_004300751.1	3.656	1935	
UVF62291.1	YP_004306307.1	5.04	1943	
UVF62291.1	YP_004306358.1	5.356	1943	
UVF62291.1	YP_004306409.1	5.214	2013	
UVF62291.1	YP_004306453.1	7.739	2019	
UVF62291.1	YP_004306624.1	2.763	1822	
UVF62291.1	YP_004306750.1	5.092	1965	
UVF62291.1	YP_004306879.1	7.948	2012	
UVF62291.1	YP_004322266.1	4.051	2029	
UVF62291.1	YP_004322538.1	5.318	2134	
UVF62291.1	YP_004322781.1	3.971	1527	
UVF62291.1	YP_004323017.1	5.187	2093	
UVF62291.1	YP_004323484.1	5.151	2112	
UVF62291.1	YP_004323723.1	4.797	2087	
UVF62291.1	YP_004323947.1	4.941	2075	
UVF62291.1	YP_004324193.1	5.042	2110	
UVF62291.1	YP_004324487.1	4.762	2067	
UVF62291.1	YP_004324722.1	5.061	2094	
UVF62291.1	YP_004324947.1	5.09	2139	
UVF62291.1	YP_004327194.1	5.144	2007	
UVF62291.1	YP_004414707.1	7.087	1761	
UVF62291.1	YP_004414753.1	7.247	1737	
UVF62291.1	YP_004414846.1	6.848	2068	
UVF62291.1	YP_004415059.1	3.337	1943	
UVF62291.1	YP_004421831.1	11.362	1977	
UVF62291.1	YP_004508380.1	4.946	1883	
UVF62291.1	YP_004538948.1	4.042	1839	
UVF62291.1	YP_004539123.1	6.145	1995	
UVF62291.1	YP_004678767.1	5.069	2037	
UVF62291.1	YP_004678772.1	7.71	1999	
UVF62291.1	YP_004782198.1	4.942	2036	
UVF62291.1	YP_004782379.1	3.138	1896	
UVF62291.1	YP_004934109.1	4.24	2060	
UVF62291.1	YP_004934174.1	4.093	1538	
UVF62291.1	YP_004935746.1	3.815	1952	
UVF62291.1	YP_004935837.1	3.819	1952	
UVF62291.1	YP_004956893.1	2.606	1269	
UVF62291.1	YP_004957018.1	5.429	2004	
UVF62291.1	YP_004957438.1	5.126	1939	
UVF62291.1	YP_005086959.1	5.023	1682	
UVF62291.1	YP_005087127.1	5.019	2092	
UVF62291.1	YP_005087347.1	4.99	2072	
UVF62291.1	YP_005087411.1	5.557	2108	
UVF62291.1	YP_005087496.1	5.161	2092	
UVF62291.1	YP_005097977.1	5.595	1904	
UVF62291.1	YP_005098127.1	4.433	1583	
UVF62291.1	YP_005098202.1	4.941	2002	
UVF62291.1	YP_005098205.1	10.179	2080	
UVF62291.1	YP_005098407.1	5.102	1827	
UVF62291.1	YP_006200769.1	7.423	1994	
UVF62291.1	YP_006201085.1	8.546	2158	
UVF62291.1	YP_006201534.1	8.532	2160	
UVF62291.1	YP_006201593.1	8.459	2156	
UVF62291.1	YP_006201705.1	8.459	2156	
UVF62291.1	YP_006201935.1	8.459	2156	
UVF62291.1	YP_006299871.1	4.163	1806	
UVF62291.1	YP_006382455.1	2.763	1822	
UVF62291.1	YP_006382528.1	4.258	1835	
UVF62291.1	YP_006382931.1	5.437	1984	
UVF62291.1	YP_006383016.1	4.993	1957	
UVF62291.1	YP_006383455.1	7.86	1898	
UVF62291.1	YP_006383590.1	4.933	941	
UVF62291.1	YP_006383611.1	5.656	1977	
UVF62291.1	YP_006383766.1	3.974	1844	
UVF62291.1	YP_006488623.1	4.443	963	
UVF62291.1	YP_006488653.1	4.682	931	
UVF62291.1	YP_006488672.1	5.471	2130	
UVF62291.1	YP_006489130.1	4.61	1993	
UVF62291.1	YP_006489258.1	12.995	2000	
UVF62291.1	YP_006560377.1	3.827	1571	
UVF62291.1	YP_006560438.1	3.851	1573	
UVF62291.1	YP_006560468.1	4.701	1900	
UVF62291.1	YP_006560525.1	6.605	1942	
UVF62291.1	YP_006560758.1	4.307	1804	
UVF62291.1	YP_006560938.1	4.104	2000	
UVF62291.1	YP_006560943.1	7.164	1948	
UVF62291.1	YP_006561058.1	5.553	1995	
UVF62291.1	YP_006561164.1	7.325	1960	
UVF62291.1	YP_006576.1	5.051	1959	
UVF62291.1	YP_006589971.1	5.642	2051	
UVF62291.1	YP_006905872.1	5.721	1803	
UVF62291.1	YP_006906028.1	6.673	1762	
UVF62291.1	YP_006906086.1	4.381	1973	
UVF62291.1	YP_006906397.1	4.854	1959	
UVF62291.1	YP_006906403.1	6.802	1771	
UVF62291.1	YP_006906448.1	6.424	1752	
UVF62291.1	YP_006906495.1	7.177	1745	
UVF62291.1	YP_006906542.1	6.531	1786	
UVF62291.1	YP_006906589.1	7.62	1737	
UVF62291.1	YP_006906774.1	6.547	1757	
UVF62291.1	YP_006906898.1	5.95	1923	
UVF62291.1	YP_006906999.1	6.579	1765	
UVF62291.1	YP_006907045.1	4.094	1920	
UVF62291.1	YP_006907085.1	6.526	1792	
UVF62291.1	YP_006907131.1	7.058	1788	
UVF62291.1	YP_006907178.1	5.122	2085	
UVF62291.1	YP_006907293.1	5.543	2026	
UVF62291.1	YP_006907565.1	5.128	2000	
UVF62291.1	YP_006907847.1	5.462	2003	
UVF62291.1	YP_006908144.1	2.684	1299	
UVF62291.1	YP_006908233.1	5.12	2002	
UVF62291.1	YP_006908844.1	4.871	1979	
UVF62291.1	YP_006908856.1	4.331	1997	
UVF62291.1	YP_006983.1	2.777	1822	
UVF62291.1	YP_006986481.1	3.974	1990	
UVF62291.1	YP_006986718.1	3.34	1939	
UVF62291.1	YP_006987032.1	5.177	1983	
UVF62291.1	YP_006987374.1	6.861	2143	
UVF62291.1	YP_006987652.1	3.681	1929	
UVF62291.1	YP_006987833.1	9.202	1987	
UVF62291.1	YP_006990120.1	4.76	1975	
UVF62291.1	YP_006990246.1	5.67	2055	
UVF62291.1	YP_006990388.1	5.232	1928	
UVF62291.1	YP_006990480.1	8.073	1946	
UVF62291.1	YP_006990556.1	6.872	2057	
UVF62291.1	YP_006990693.1	5.223	2054	
UVF62291.1	YP_007001252.1	15.331	2104	
UVF62291.1	YP_007001256.1	7.443	2024	
UVF62291.1	YP_007001264.1	5.767	1993	
UVF62291.1	YP_007001272.1	15.331	2104	
UVF62291.1	YP_007001467.1	6.229	1967	
UVF62291.1	YP_007001615.1	4.591	2042	
UVF62291.1	YP_007001827.1	5.002	2066	
UVF62291.1	YP_007002205.1	5.442	1990	
UVF62291.1	YP_007002342.1	7.587	2051	
UVF62291.1	YP_007002481.1	5.142	2007	
UVF62291.1	YP_007002550.1	7.454	1994	
UVF62291.1	YP_007002903.1	4.951	1949	
UVF62291.1	YP_007003160.1	4.765	643	
UVF62291.1	YP_007003189.1	5.123	1885	
UVF62291.1	YP_007003202.1	7.303	2133	
UVF62291.1	YP_007003509.1	4.438	1955	
UVF62291.1	YP_007004282.1	4.159	1997	
UVF62291.1	YP_007004362.1	5.516	2142	
UVF62291.1	YP_007004543.1	3.337	1943	
UVF62291.1	YP_007004907.1	3.337	1943	
UVF62291.1	YP_007005398.1	6.498	2005	
UVF62291.1	YP_007005472.1	5.344	1983	
UVF62291.1	YP_007005682.1	11.192	2194	
UVF62291.1	YP_007005834.1	4.357	1920	
UVF62291.1	YP_007005955.1	4.285	2068	
UVF62291.1	YP_007006119.1	8.629	2017	
UVF62291.1	YP_007006567.1	6.179	1904	
UVF62291.1	YP_007006609.1	5.045	2053	
UVF62291.1	YP_007006983.1	8.747	1328	
UVF62291.1	YP_007007737.1	9.006	2017	
UVF62291.1	YP_007007962.1	3.12	1980	
UVF62291.1	YP_007010455.1	5.129	1865	
UVF62291.1	YP_007010563.1	3.833	1878	
UVF62291.1	YP_007010601.1	10.91	1983	
UVF62291.1	YP_007010830.1	3.939	1912	
UVF62291.1	YP_007111438.1	4.24	2060	
UVF62291.1	YP_007111578.1	9.439	2071	
UVF62291.1	YP_007111639.1	4.24	2060	
UVF62291.1	YP_007111705.1	4.24	2060	
UVF62291.1	YP_007111955.1	4.24	2060	
UVF62291.1	YP_007112015.1	4.24	2060	
UVF62291.1	YP_007112218.1	8.989	1973	
UVF62291.1	YP_007112278.1	4.148	2058	
UVF62291.1	YP_007112478.1	11.725	1837	
UVF62291.1	YP_007112609.1	5.019	1890	
UVF62291.1	YP_007112700.1	6.867	2069	
UVF62291.1	YP_007112786.1	5.494	1990	
UVF62291.1	YP_007151609.1	4.245	2061	
UVF62291.1	YP_007151672.1	4.24	2060	
UVF62291.1	YP_007151737.1	4.19	2065	
UVF62291.1	YP_007236001.1	2.892	1365	
UVF62291.1	YP_007236398.1	5.625	1945	
UVF62291.1	YP_007236457.1	5.144	2007	
UVF62291.1	YP_007236688.1	4.094	1538	
UVF62291.1	YP_007236791.1	5.471	2070	
UVF62291.1	YP_007236868.1	5.142	2007	
UVF62291.1	YP_007237121.1	2.82	1855	
UVF62291.1	YP_007237638.1	6.558	2103	
UVF62291.1	YP_007237998.1	11.195	2172	
UVF62291.1	YP_007238033.1	4.447	1928	
UVF62291.1	YP_007238074.1	5.602	1817	
UVF62291.1	YP_007238156.1	7.379	1990	
UVF62291.1	YP_007348845.1	3.981	1992	
UVF62291.1	YP_007348915.1	7.488	1952	
UVF62291.1	YP_007349220.1	4.573	1023	
UVF62291.1	YP_007379015.1	4.502	1969	
UVF62291.1	YP_007379086.1	4.638	2020	
UVF62291.1	YP_007392276.1	4.573	1918	
UVF62291.1	YP_007392338.1	6.605	1942	
UVF62291.1	YP_007392734.1	15.759	2020	
UVF62291.1	YP_007392794.1	6.595	1942	
UVF62291.1	YP_007392855.1	8.927	2048	
UVF62291.1	YP_007501195.1	3.323	1925	
UVF62291.1	YP_007517399.1	10.678	2137	
UVF62291.1	YP_007517474.1	9.896	2114	
UVF62291.1	YP_007517553.1	9.837	2134	
UVF62291.1	YP_007517630.1	9.77	2102	
UVF62291.1	YP_007517806.1	5.595	2060	
UVF62291.1	YP_007517865.1	6.147	2096	
UVF62291.1	YP_007518386.1	6.321	1888	
UVF62291.1	YP_007672692.1	5.533	2114	
UVF62291.1	YP_007673106.1	4.979	2078	
UVF62291.1	YP_007673192.1	5.229	2045	
UVF62291.1	YP_007673402.1	7.0	1427	
UVF62291.1	YP_007673755.1	5.134	2097	
UVF62291.1	YP_007674159.1	17.837	2284	
UVF62291.1	YP_007674305.1	16.843	2209	
UVF62291.1	YP_007674510.1	4.862	2093	
UVF62291.1	YP_007675579.1	4.534	2046	
UVF62291.1	YP_007675791.1	16.535	2103	
UVF62291.1	YP_007676457.1	4.968	1988	
UVF62291.1	YP_007676640.1	4.625	1898	
UVF62291.1	YP_007676733.1	6.399	1656	
UVF62291.1	YP_007676860.1	5.166	2105	
UVF62291.1	YP_007676908.1	5.318	2001	
UVF62291.1	YP_007677139.1	4.991	2073	
UVF62291.1	YP_007677269.1	5.143	2084	
UVF62291.1	YP_007677685.1	5.257	2088	
UVF62291.1	YP_007677869.1	3.822	1938	
UVF62291.1	YP_007677969.1	4.57	1892	
UVF62291.1	YP_007678077.1	6.597	1948	
UVF62291.1	YP_007869813.1	7.834	1907	
UVF62291.1	YP_007869923.1	5.35	1965	
UVF62291.1	YP_007869930.1	5.941	2011	
UVF62291.1	YP_007877741.1	4.791	2074	
UVF62291.1	YP_007877946.1	5.283	2124	
UVF62291.1	YP_008050863.1	5.39	2013	
UVF62291.1	YP_008051122.1	4.165	1885	
UVF62291.1	YP_008051128.1	5.013	2012	
UVF62291.1	YP_008051409.1	5.389	2005	
UVF62291.1	YP_008051863.1	5.631	2093	
UVF62291.1	YP_008058384.1	3.9	1469	
UVF62291.1	YP_008058455.1	5.158	2052	
UVF62291.1	YP_008058573.1	5.365	2084	
UVF62291.1	YP_008058699.1	5.45	2047	
UVF62291.1	YP_008058800.1	5.165	2020	
UVF62291.1	YP_008059005.1	3.377	1522	
UVF62291.1	YP_008059213.1	6.429	2099	
UVF62291.1	YP_008059510.1	7.869	1945	
UVF62291.1	YP_008059665.1	4.608	1769	
UVF62291.1	YP_008059783.1	6.729	2022	
UVF62291.1	YP_008059857.1	4.197	2063	
UVF62291.1	YP_008060124.1	4.428	758	
UVF62291.1	YP_008060240.1	5.632	2037	
UVF62291.1	YP_008060340.1	4.254	1858	
UVF62291.1	YP_008060492.1	3.859	1831	
UVF62291.1	YP_008060730.1	4.176	1987	
UVF62291.1	YP_008083051.1	4.141	1833	
UVF62291.1	YP_008125177.1	3.917	1946	
UVF62291.1	YP_008125637.1	4.81	2058	
UVF62291.1	YP_008126100.1	5.953	2090	
UVF62291.1	YP_008126418.1	4.759	2058	
UVF62291.1	YP_008126542.1	6.033	1919	
UVF62291.1	YP_008126698.1	6.141	2143	
UVF62291.1	YP_008239484.1	17.028	2159	
UVF62291.1	YP_008239543.1	4.385	1838	
UVF62291.1	YP_008239559.1	5.378	1987	
UVF62291.1	YP_008239629.1	5.677	1929	
UVF62291.1	YP_008239711.1	4.776	1922	
UVF62291.1	YP_008240054.1	6.399	1656	
UVF62291.1	YP_008240212.1	16.993	2154	
UVF62291.1	YP_008240431.1	5.721	1803	
UVF62291.1	YP_008240573.1	5.757	1790	
UVF62291.1	YP_008240948.1	10.323	1877	
UVF62291.1	YP_008241013.1	10.241	1876	
UVF62291.1	YP_008241352.1	10.402	1916	
UVF62291.1	YP_008241759.1	10.426	1853	
UVF62291.1	YP_008241980.1	5.596	1960	
UVF62291.1	YP_008318045.1	8.607	2160	
UVF62291.1	YP_008318094.1	8.701	2169	
UVF62291.1	YP_008318152.1	8.451	2160	
UVF62291.1	YP_008318204.1	8.337	2157	
UVF62291.1	YP_008318309.1	5.563	2008	
UVF62291.1	YP_008320085.1	8.464	2158	
UVF62291.1	YP_008320176.1	11.725	1928	
UVF62291.1	YP_008320236.1	4.128	1940	
UVF62291.1	YP_008320338.1	6.38	2094	
UVF62291.1	YP_008320433.1	6.581	1799	
UVF62291.1	YP_008320481.1	9.284	1912	
UVF62291.1	YP_008408663.1	5.263	1832	
UVF62291.1	YP_008408791.1	4.392	1988	
UVF62291.1	YP_008409066.1	5.002	2002	
UVF62291.1	YP_008409199.1	6.24	2018	
UVF62291.1	YP_008409927.1	10.503	1889	
UVF62291.1	YP_008430667.1	4.934	2031	
UVF62291.1	YP_008430845.1	5.396	2029	
UVF62291.1	YP_008431356.1	6.213	2066	
UVF62291.1	YP_008530884.1	11.012	1903	
UVF62291.1	YP_008531232.1	11.111	1925	
UVF62291.1	YP_008531546.1	6.676	1752	
UVF62291.1	YP_008531682.1	7.275	1758	
UVF62291.1	YP_008531727.1	6.825	1787	
UVF62291.1	YP_008531773.1	6.728	1801	
UVF62291.1	YP_008531818.1	6.933	1751	
UVF62291.1	YP_008531864.1	6.754	1787	
UVF62291.1	YP_008531908.1	6.857	1790	
UVF62291.1	YP_008766763.1	5.394	2000	
UVF62291.1	YP_008766811.1	6.213	2066	
UVF62291.1	YP_008766920.1	5.654	2022	
UVF62291.1	YP_008766995.1	14.707	2162	
UVF62291.1	YP_008767001.1	4.612	1843	
UVF62291.1	YP_008767173.1	5.011	1859	
UVF62291.1	YP_008767245.1	4.682	2019	
UVF62291.1	YP_008767308.1	4.682	2019	
UVF62291.1	YP_008767367.1	4.866	2025	
UVF62291.1	YP_008769988.1	6.398	1988	
UVF62291.1	YP_008770170.1	7.834	2083	
UVF62291.1	YP_008770281.1	5.123	2002	
UVF62291.1	YP_008770509.1	8.736	2107	
UVF62291.1	YP_008770567.1	10.527	2107	
UVF62291.1	YP_008770644.1	9.753	2112	
UVF62291.1	YP_008770747.1	4.193	2003	
UVF62291.1	YP_008771086.1	5.354	2026	
