cluster	member	super_RMSD	aligned_atoms	notes
YP_009290988.1	YP_006906603.1	6.952	1331	
YP_009290988.1	YP_006906788.1	6.882	1317	
YP_009290988.1	YP_006906912.1	6.917	1352	
YP_009290988.1	YP_006907013.1	6.992	1345	
YP_009290988.1	YP_006907099.1	6.617	1348	
YP_009290988.1	YP_006907145.1	6.571	1326	
YP_009290988.1	YP_006907191.1	5.571	1342	
YP_009290988.1	YP_006908036.1	3.788	646	
YP_009290988.1	YP_006908095.1	4.227	1254	
YP_009290988.1	YP_006908476.1	2.714	533	
YP_009290988.1	YP_006966.1	2.961	980	
YP_009290988.1	YP_006986370.1	3.737	1137	
YP_009290988.1	YP_006986536.1	2.558	595	
YP_009290988.1	YP_006986804.1	16.479	632	
YP_009290988.1	YP_006987054.1	2.892	648	
YP_009290988.1	YP_006989832.1	12.357	502	
YP_009290988.1	YP_006990498.1	5.632	1280	
YP_009290988.1	YP_007002231.1	3.529	382	
YP_009290988.1	YP_007002242.1	4.495	682	
YP_009290988.1	YP_007002461.1	1.897	537	
YP_009290988.1	YP_007002587.1	21.433	441	Low atoms or high RMSD: 441, 21.43
YP_009290988.1	YP_007003216.1	4.462	658	
YP_009290988.1	YP_007004727.1	2.649	574	
YP_009290988.1	YP_007005162.1	3.676	1207	
YP_009290988.1	YP_007006217.1	3.807	991	
YP_009290988.1	YP_007006460.1	3.585	1314	
YP_009290988.1	YP_007007682.1	3.876	595	
YP_009290988.1	YP_007007978.1	29.687	2395	Low atoms or high RMSD: 2395, 29.69
YP_009290988.1	YP_007010484.1	3.788	732	
YP_009290988.1	YP_007112505.1	3.995	1343	
YP_009290988.1	YP_007112760.1	3.221	373	
YP_009290988.1	YP_007236475.2	2.744	924	
YP_009290988.1	YP_007236703.1	4.283	1258	
YP_009290988.1	YP_007236704.1	3.745	579	
YP_009290988.1	YP_007236887.1	2.72	924	
YP_009290988.1	YP_007237107.1	30.168	2347	Low atoms or high RMSD: 2347, 30.17
YP_009290988.1	YP_007237898.1	5.531	1227	
YP_009290988.1	YP_007238193.1	21.462	441	Low atoms or high RMSD: 441, 21.46
YP_009290988.1	YP_007348533.1	2.189	618	
YP_009290988.1	YP_007348898.1	21.038	1359	Low atoms or high RMSD: 1359, 21.04
YP_009290988.1	YP_007348949.1	3.7	960	
YP_009290988.1	YP_007379038.1	25.72	1690	Low atoms or high RMSD: 1690, 25.72
YP_009290988.1	YP_007392693.1	2.432	590	
YP_009290988.1	YP_007501286.1	3.278	501	
YP_009290988.1	YP_007673458.1	3.252	636	
YP_009290988.1	YP_007674303.1	2.722	610	
YP_009290988.1	YP_007675858.1	2.691	473	
YP_009290988.1	YP_007869829.1	5.629	1344	
YP_009290988.1	YP_007877624.1	4.505	1277	
YP_009290988.1	YP_008051142.1	5.582	1303	
YP_009290988.1	YP_008058251.1	3.731	720	
YP_009290988.1	YP_008058406.1	3.463	925	
YP_009290988.1	YP_008058473.1	4.702	1148	
YP_009290988.1	YP_008058730.1	3.918	842	
YP_009290988.1	YP_008059561.1	17.84	1863	
YP_009290988.1	YP_008059873.1	3.766	1306	
YP_009290988.1	YP_008060360.1	4.668	896	
YP_009290988.1	YP_008060621.1	4.029	1319	
YP_009290988.1	YP_008060783.1	14.941	1233	
YP_009290988.1	YP_008061624.1	3.138	848	
YP_009290988.1	YP_008061633.1	4.069	678	
YP_009290988.1	YP_008083077.1	3.623	1289	
YP_009290988.1	YP_008125534.1	4.082	1315	
YP_009290988.1	YP_008126580.1	6.18	874	
YP_009290988.1	YP_008130082.1	2.493	583	
YP_009290988.1	YP_008239655.1	28.899	1834	Low atoms or high RMSD: 1834, 28.90
YP_009290988.1	YP_008239741.1	3.671	716	
YP_009290988.1	YP_008240447.1	5.7	1283	
YP_009290988.1	YP_008240637.1	3.557	628	
YP_009290988.1	YP_008240874.1	3.148	639	
YP_009290988.1	YP_008240879.1	2.281	570	
YP_009290988.1	YP_008241029.1	3.585	568	
YP_009290988.1	YP_008241545.1	3.699	644	
YP_009290988.1	YP_008241790.1	6.635	579	
YP_009290988.1	YP_008241796.1	3.124	639	
YP_009290988.1	YP_008242012.1	3.664	533	
YP_009290988.1	YP_008318348.1	4.362	673	
YP_009290988.1	YP_008320192.1	7.569	1290	
YP_009290988.1	YP_008320251.1	3.72	1291	
YP_009290988.1	YP_008320495.1	5.399	599	
YP_009290988.1	YP_008320497.1	5.289	1369	
YP_009290988.1	YP_008408677.1	4.918	1194	
YP_009290988.1	YP_008408679.1	1.793	598	
YP_009290988.1	YP_008408815.1	4.044	1301	
YP_009290988.1	YP_008408816.1	1.855	562	
YP_009290988.1	YP_008409080.1	5.869	1292	
YP_009290988.1	YP_008409225.1	6.602	1290	
YP_009290988.1	YP_008409950.1	4.062	1263	
YP_009290988.1	YP_008433399.1	5.236	1408	
YP_009290988.1	YP_008530290.1	2.998	629	
YP_009290988.1	YP_008530905.1	5.574	1273	
YP_009290988.1	YP_008531254.1	6.998	1290	
YP_009290988.1	YP_008531560.1	6.876	1319	
YP_009290988.1	YP_008531696.1	6.718	1340	
YP_009290988.1	YP_008531741.1	6.732	1323	
YP_009290988.1	YP_008531787.1	6.712	1315	
YP_009290988.1	YP_008531832.1	6.518	1334	
YP_009290988.1	YP_008531878.1	6.595	1334	
YP_009290988.1	YP_008531922.1	6.805	1321	
YP_009290988.1	YP_008766944.1	3.332	1208	
YP_009290988.1	YP_008767030.1	28.995	1729	Low atoms or high RMSD: 1729, 29.00
YP_009290988.1	YP_008767201.1	29.026	1753	Low atoms or high RMSD: 1753, 29.03
YP_009290988.1	YP_008767260.1	3.792	1300	
YP_009290988.1	YP_008767323.1	3.634	1306	
YP_009290988.1	YP_008770317.1	2.856	554	
YP_009290988.1	YP_008770325.1	3.774	600	
YP_009290988.1	YP_008770868.1	3.997	571	
YP_009290988.1	YP_008772101.1	5.653	835	
YP_009290988.1	YP_008854060.1	3.598	898	
YP_009290988.1	YP_008854236.1	3.598	898	
YP_009290988.1	YP_008857060.1	2.743	942	
YP_009290988.1	YP_008857268.1	2.899	649	
YP_009290988.1	YP_008857655.1	1.827	547	
YP_009290988.1	YP_008858658.1	4.832	1330	
YP_009290988.1	YP_008858956.1	7.781	1283	
YP_009290988.1	YP_008859232.1	2.744	924	
YP_009290988.1	YP_008859427.1	2.075	558	
YP_009290988.1	YP_008869252.1	3.778	950	
YP_009290988.1	YP_008873200.1	3.349	1242	
YP_009290988.1	YP_008997836.1	5.649	1282	
YP_009290988.1	YP_009003132.1	3.658	691	
YP_009290988.1	YP_009003391.1	5.885	1435	
YP_009290988.1	YP_009004576.1	7.489	1284	
YP_009290988.1	YP_009005194.1	3.69	1235	
YP_009290988.1	YP_009005250.1	4.012	1222	
YP_009290988.1	YP_009005534.1	2.378	438	
YP_009290988.1	YP_009005677.1	4.596	1195	
YP_009290988.1	YP_009005678.1	2.733	590	
YP_009290988.1	YP_009005963.1	28.959	1796	Low atoms or high RMSD: 1796, 28.96
YP_009290988.1	YP_009006264.1	3.66	1236	
YP_009290988.1	YP_009006583.1	3.56	1194	
YP_009290988.1	YP_009006619.1	5.607	1343	
YP_009290988.1	YP_009007036.1	3.702	560	
YP_009290988.1	YP_009007041.1	4.18	709	
YP_009290988.1	YP_009007483.1	6.217	1314	
YP_009290988.1	YP_009007485.1	2.002	578	
YP_009290988.1	YP_009008143.1	4.766	1310	
YP_009290988.1	YP_009008388.1	3.137	761	
YP_009290988.1	YP_009008527.1	3.24	911	
YP_009290988.1	YP_009008829.1	2.519	609	
YP_009290988.1	YP_009009225.1	4.509	1264	
YP_009290988.1	YP_009009232.1	3.647	700	
YP_009290988.1	YP_009009375.1	2.058	547	
YP_009290988.1	YP_009009500.1	2.183	569	
YP_009290988.1	YP_009011262.1	7.907	1294	
YP_009290988.1	YP_009012269.1	2.935	586	
YP_009290988.1	YP_009012469.1	2.323	633	
YP_009290988.1	YP_009012915.1	3.138	848	
YP_009290988.1	YP_009013036.1	5.234	1275	
YP_009290988.1	YP_009013119.1	2.457	563	
YP_009290988.1	YP_009013218.1	5.869	1292	
YP_009290988.1	YP_009013387.1	3.955	1219	
YP_009290988.1	YP_009014291.1	4.501	1195	
YP_009290988.1	YP_009014292.1	2.74	588	
YP_009290988.1	YP_009014420.1	6.573	1314	
YP_009290988.1	YP_009014984.1	3.432	966	
YP_009290988.1	YP_009015488.1	2.559	605	
YP_009290988.1	YP_009016095.1	5.582	1303	
YP_009290988.1	YP_009016596.1	3.199	864	
YP_009290988.1	YP_009016605.1	3.535	675	
YP_009290988.1	YP_009016906.1	5.446	1339	
YP_009290988.1	YP_009017014.1	5.571	1247	
YP_009290988.1	YP_009017016.1	2.937	580	
YP_009290988.1	YP_009017082.1	5.509	1353	
YP_009290988.1	YP_009018440.1	5.276	1264	
YP_009290988.1	YP_009018892.1	5.889	1297	
YP_009290988.1	YP_009021456.1	2.114	537	
YP_009290988.1	YP_009021829.1	2.545	535	
YP_009290988.1	YP_009030252.1	5.717	1206	
YP_009290988.1	YP_009030298.1	2.686	526	
YP_009290988.1	YP_009030955.1	2.998	629	
YP_009290988.1	YP_009031146.1	20.678	482	Low atoms or high RMSD: 482, 20.68
YP_009290988.1	YP_009031373.1	2.89	522	
YP_009290988.1	YP_009031558.1	19.076	974	
YP_009290988.1	YP_009031757.1	29.886	2384	Low atoms or high RMSD: 2384, 29.89
YP_009290988.1	YP_009031971.1	10.839	646	
YP_009290988.1	YP_009032166.1	5.107	1335	
YP_009290988.1	YP_009032391.1	3.751	998	
YP_009290988.1	YP_009032417.1	2.156	632	
YP_009290988.1	YP_009035834.1	13.622	892	
YP_009290988.1	YP_009036172.1	4.188	691	
YP_009290988.1	YP_009036548.1	3.867	692	
YP_009290988.1	YP_009037004.1	18.958	685	
YP_009290988.1	YP_009037526.1	3.688	407	
YP_009290988.1	YP_009042260.1	2.459	592	
YP_009290988.1	YP_009043305.1	2.731	590	
YP_009290988.1	YP_009043769.1	2.95	448	
YP_009290988.1	YP_009044086.1	5.809	1285	
YP_009290988.1	YP_009044973.1	5.169	1199	
YP_009290988.1	YP_009045058.1	5.649	1282	
YP_009290988.1	YP_009055473.1	3.359	942	
YP_009290988.1	YP_009055865.1	3.219	639	
YP_009290988.1	YP_009056200.1	3.683	608	
YP_009290988.1	YP_009056444.1	3.638	533	
YP_009290988.1	YP_009056824.1	11.433	576	
YP_009290988.1	YP_009067079.1	4.865	1199	
YP_009290988.1	YP_009097867.1	3.118	606	
YP_009290988.1	YP_009098033.1	3.167	918	
YP_009290988.1	YP_009098631.1	2.405	455	
YP_009290988.1	YP_009099074.1	3.542	388	
YP_009290988.1	YP_009099341.1	3.711	967	
YP_009290988.1	YP_009099800.1	3.886	1259	
YP_009290988.1	YP_009100033.1	4.056	604	
YP_009290988.1	YP_009100043.1	3.894	1279	
YP_009290988.1	YP_009100128.1	5.446	1339	
YP_009290988.1	YP_009100786.1	11.433	576	
YP_009290988.1	YP_009100839.1	4.497	1191	
YP_009290988.1	YP_009100840.1	2.754	591	
YP_009290988.1	YP_009101037.1	8.189	567	
YP_009290988.1	YP_009101057.1	6.685	1075	
YP_009290988.1	YP_009101224.1	32.06	1874	Low atoms or high RMSD: 1874, 32.06
YP_009290988.1	YP_009103347.1	3.486	628	
YP_009290988.1	YP_009111167.1	2.941	685	
YP_009290988.1	YP_009113094.1	3.532	1161	
YP_009290988.1	YP_009113178.1	28.748	1732	Low atoms or high RMSD: 1732, 28.75
YP_009290988.1	YP_009118933.1	2.623	513	
YP_009290988.1	YP_009124207.1	5.638	1314	
YP_009290988.1	YP_009124472.1	1.905	549	
YP_009290988.1	YP_009124569.1	5.257	1314	
YP_009290988.1	YP_009125011.1	5.853	1283	
YP_009290988.1	YP_009125013.1	1.919	577	
YP_009290988.1	YP_009125195.1	5.446	1339	
YP_009290988.1	YP_009125197.1	1.872	554	
YP_009290988.1	YP_009125297.1	5.886	1286	
YP_009290988.1	YP_009125399.1	5.642	1253	
YP_009290988.1	YP_009125778.1	1.507	554	
YP_009290988.1	YP_009125976.1	2.861	554	
YP_009290988.1	YP_009126188.1	15.923	520	
YP_009290988.1	YP_009126629.1	3.492	595	
YP_009290988.1	YP_009140538.1	3.615	1362	
YP_009290988.1	YP_009140798.1	4.553	1400	
YP_009290988.1	YP_009145706.1	3.688	1060	
YP_009290988.1	YP_009145830.1	7.129	1275	
YP_009290988.1	YP_009146084.1	29.745	2383	Low atoms or high RMSD: 2383, 29.75
YP_009290988.1	YP_009146315.1	3.581	1066	
YP_009290988.1	YP_009146703.1	3.204	626	
YP_009290988.1	YP_009146909.1	6.515	1310	
YP_009290988.1	YP_009147240.1	6.862	1328	
YP_009290988.1	YP_009147337.1	3.949	1006	
YP_009290988.1	YP_009147809.1	3.93	701	
YP_009290988.1	YP_009147972.1	2.888	570	
YP_009290988.1	YP_009148287.1	6.544	1290	
YP_009290988.1	YP_009148332.1	5.872	1327	
YP_009290988.1	YP_009148830.1	3.46	991	
YP_009290988.1	YP_009149215.1	4.053	652	
YP_009290988.1	YP_009149491.1	21.638	1407	Low atoms or high RMSD: 1407, 21.64
YP_009290988.1	YP_009149532.1	6.906	1329	
YP_009290988.1	YP_009149892.1	30.168	2357	Low atoms or high RMSD: 2357, 30.17
YP_009290988.1	YP_009149930.1	6.665	1350	
YP_009290988.1	YP_009150177.1	3.628	1060	
YP_009290988.1	YP_009150259.1	6.165	1330	
YP_009290988.1	YP_009151113.1	17.07	374	
YP_009290988.1	YP_009151216.1	7.058	1348	
YP_009290988.1	YP_009151290.1	3.953	1007	
YP_009290988.1	YP_009151394.1	7.008	1314	
YP_009290988.1	YP_009151453.1	6.87	1272	
YP_009290988.1	YP_009151870.1	6.806	1345	
YP_009290988.1	YP_009152071.1	6.902	1355	
YP_009290988.1	YP_009152230.1	3.143	1237	
YP_009290988.1	YP_009152422.1	6.641	1328	
YP_009290988.1	YP_009152606.1	6.669	1319	
YP_009290988.1	YP_009152677.1	6.925	1348	
YP_009290988.1	YP_009152722.1	6.621	1332	
YP_009290988.1	YP_009153265.1	6.603	1328	
YP_009290988.1	YP_009153574.1	6.621	1332	
YP_009290988.1	YP_009153890.1	6.621	1332	
YP_009290988.1	YP_009159843.1	6.946	1344	
YP_009290988.1	YP_009159889.1	6.873	1321	
YP_009290988.1	YP_009159933.2	6.793	1310	
YP_009290988.1	YP_009159979.1	6.82	1332	
YP_009290988.1	YP_009160023.1	7.142	1345	
YP_009290988.1	YP_009160070.1	6.881	1335	
YP_009290988.1	YP_009160114.1	6.616	1328	
YP_009290988.1	YP_009160159.2	7.055	1310	
YP_009290988.1	YP_009160204.1	7.156	1326	
YP_009290988.1	YP_009160249.1	6.52	1326	
YP_009290988.1	YP_009160294.1	6.635	1341	
YP_009290988.1	YP_009167735.1	3.995	1343	
YP_009290988.1	YP_009168612.1	14.41	775	
YP_009290988.1	YP_009168810.1	3.541	731	
YP_009290988.1	YP_009168859.1	29.15	1811	Low atoms or high RMSD: 1811, 29.15
YP_009290988.1	YP_009168889.1	3.372	1175	
YP_009290988.1	YP_009169110.1	4.069	1383	
YP_009290988.1	YP_009177493.1	2.999	629	
YP_009290988.1	YP_009187092.1	6.402	1227	
YP_009290988.1	YP_009187094.1	1.776	559	
YP_009290988.1	YP_009187172.1	6.21	1313	
YP_009290988.1	YP_009187174.1	2.004	578	
YP_009290988.1	YP_009187669.1	3.04	977	
YP_009290988.1	YP_009188367.1	3.098	588	
YP_009290988.1	YP_009188586.1	3.729	2975	
YP_009290988.1	YP_009188731.1	3.919	1160	
YP_009290988.1	YP_009188991.1	2.456	592	
YP_009290988.1	YP_009189158.1	6.454	2868	
YP_009290988.1	YP_009189159.1	1.769	546	
YP_009290988.1	YP_009189504.1	4.902	1263	
YP_009290988.1	YP_009190365.1	4.683	1362	
YP_009290988.1	YP_009190429.1	2.237	517	
YP_009290988.1	YP_009190819.1	3.537	555	
YP_009290988.1	YP_009191222.1	4.497	1191	
YP_009290988.1	YP_009191223.1	2.725	590	
YP_009290988.1	YP_009191567.1	28.92	1728	Low atoms or high RMSD: 1728, 28.92
YP_009290988.1	YP_009191625.1	3.467	585	
YP_009290988.1	YP_009193483.1	4.62	1288	
YP_009290988.1	YP_009193792.1	20.561	440	Low atoms or high RMSD: 440, 20.56
YP_009290988.1	YP_009193918.1	2.855	565	
YP_009290988.1	YP_009194345.1	4.4	1238	
YP_009290988.1	YP_009194511.1	20.628	1359	Low atoms or high RMSD: 1359, 20.63
YP_009290988.1	YP_009194773.1	30.054	2375	Low atoms or high RMSD: 2375, 30.05
YP_009290988.1	YP_009195083.1	22.578	1498	Low atoms or high RMSD: 1498, 22.58
YP_009290988.1	YP_009195269.1	2.176	610	
YP_009290988.1	YP_009195598.1	4.184	1043	
YP_009290988.1	YP_009195656.1	15.985	586	
YP_009290988.1	YP_009195701.1	12.681	767	
YP_009290988.1	YP_009195779.1	5.631	1280	
YP_009290988.1	YP_009197211.1	19.631	673	
YP_009290988.1	YP_009197538.1	3.647	1308	
YP_009290988.1	YP_009198060.1	2.612	573	
YP_009290988.1	YP_009198122.1	5.622	1331	
YP_009290988.1	YP_009198124.1	1.966	575	
YP_009290988.1	YP_009198888.1	4.497	1194	
YP_009290988.1	YP_009198889.1	2.738	590	
YP_009290988.1	YP_009199099.1	15.286	1993	
YP_009290988.1	YP_009199265.1	1.474	1338	
YP_009290988.1	YP_009199286.1	1.801	1253	
YP_009290988.1	YP_009199409.1	3.591	1037	
YP_009290988.1	YP_009200509.1	20.22	1311	Low atoms or high RMSD: 1311, 20.22
YP_009290988.1	YP_009200810.1	4.557	1070	
YP_009290988.1	YP_009201413.1	3.631	1221	
YP_009290988.1	YP_009201450.1	20.048	709	Low atoms or high RMSD: 709, 20.05
YP_009290988.1	YP_009201815.1	3.535	1299	
YP_009290988.1	YP_009202111.1	29.885	2368	Low atoms or high RMSD: 2368, 29.89
YP_009290988.1	YP_009202225.1	4.009	1247	
YP_009290988.1	YP_009202297.1	5.876	1293	
YP_009290988.1	YP_009202299.1	1.957	579	
YP_009290988.1	YP_009202406.1	5.046	1265	
YP_009290988.1	YP_009202534.1	6.2	1308	
YP_009290988.1	YP_009202536.1	1.955	580	
YP_009290988.1	YP_009202657.1	2.34	622	
YP_009290988.1	YP_009202980.1	3.79	374	
YP_009290988.1	YP_009203659.1	2.625	791	
YP_009290988.1	YP_009203991.1	3.128	621	
YP_009290988.1	YP_009204080.1	3.911	1161	
YP_009290988.1	YP_009204425.1	3.903	1162	
YP_009290988.1	YP_009204455.1	3.686	2753	
YP_009290988.1	YP_009204456.1	1.419	546	
YP_009290988.1	YP_009204689.1	3.139	848	
YP_009290988.1	YP_009204973.1	3.611	1057	
YP_009290988.1	YP_009205942.1	14.965	485	
YP_009290988.1	YP_009206034.1	1.827	547	
YP_009290988.1	YP_009206734.1	5.368	1305	
YP_009290988.1	YP_009206912.1	3.27	555	
YP_009290988.1	YP_009207381.1	4.922	1182	
YP_009290988.1	YP_009207438.1	12.741	594	
YP_009290988.1	YP_009207592.1	2.646	973	
YP_009290988.1	YP_009207622.1	3.433	1217	
YP_009290988.1	YP_009208432.1	6.048	1254	
YP_009290988.1	YP_009208434.1	4.815	694	
YP_009290988.1	YP_009208757.1	5.438	1336	
YP_009290988.1	YP_009208854.1	3.513	1297	
YP_009290988.1	YP_009209243.1	2.594	578	
YP_009290988.1	YP_009209252.1	3.925	1161	
